Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('14th Avenue', 'Kirkham Street', 'Lurline Street')",-122.4714257,37.7600817,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4649935,110.1519579,0.4854288,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 5}","{'residential': 3, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'Lincoln Way')",-122.4718203,37.7656944,3,4,3,1,0,0,2,1,0,3,0,4,None,None,73.71701204,90.94560137,0.030295833,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,2,1,0,2,2,0
"('14th Avenue', 'Moraga Street')",-122.4709527,37.7563578,3,3,1,1,0,0,1,1,0,3,0,3,None,None,119.5384903,85.33567334,0.686808617,9.35E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,2,1,0,1,2,0
"('14th Avenue', 'Noriega Street')",-122.4710233,37.7558276,4,4,1,1,0,0,1,1,0,4,0,4,None,None,159.3646436,128.3383777,1.102981639,0.192182937,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,3,1,0,3,1,0
"('14th Avenue', 'Ortega Street')",-122.4710524,37.75480475,3,3,1,1,0,0,1,1,0,3,0,3,None,None,24.21457193,94.68412128,2.388536217,0.147356611,40.44838393,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,1,2,0,1,2,0
"('14th Avenue', 'Pacheco Street')",-122.4708459,37.75251,3,3,1,1,0,0,1,1,0,3,0,3,None,None,54.56235024,154.4995935,0.771244723,0.122694751,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,1,2,0
"('14th Avenue', 'Quintara Street')",-122.470639,37.74885,4,4,1,1,0,0,1,1,0,4,0,4,None,None,21.94610218,132.6097498,1.376347932,0,-1,-1,no,0,0,None,"{'tertiary': 2, 'residential': 1, 'cycleway': 5}","{'tertiary': 2, 'residential': 1, 'cycleway': 5}",25,25,25,25,1,3,0,1,3,0
"('14th Avenue', 'Rivera Street')",-122.4705215,37.7470367,4,4,1,1,0,0,1,1,0,4,0,4,None,None,58.0189021,92.11107739,0.235293802,0.07397096,72.27595312,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'Santiago Street')",-122.4703821,37.7451583,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.40760956,90.02508362,0.000144601,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('14th Avenue', 'Taraval Street')",-122.470252,37.7432952,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4618456,90.00575177,0.000265084,0,-1,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 6}","{'tertiary': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'Ulloa Street')",-122.4701217,37.7414304,4,4,1,1,2,2,1,1,0,4,0,4,None,None,16.41533423,90.0294495,0.001796348,0,-1,0.625831229,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'Vicente Street')",-122.4699992,37.7395647,4,4,1,1,0,0,1,1,0,4,0,4,None,None,17.56901672,112.0993633,0.350965391,0,77.66644906,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'Wawona Street')",-122.4696657,37.7385015,4,4,1,1,3,2,1,1,0,4,0,4,None,None,211.8756026,120.007519,0.451404546,0,-1,72.50668644,no,2,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 5, 'track': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 5, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('14th Avenue', 'West Portal Avenue')",-122.4690591,37.73799335,4,4,1,1,4,2,1,1,0,4,0,4,None,None,32.39832732,95.4925432,0.222767436,0.000300737,77.70735134,0.676952364,no,4,0,None,"{'tertiary': 2, 'cycleway': 4, 'track': 4}","{'tertiary': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,2,2,0,2,2,0
"('14th Street', 'Alpine Terrace', 'Roosevelt Way')",-122.4373166,37.7672328,4,4,1,1,0,0,1,1,0,3,0,3,None,no,117.5805611,148.2411964,0.928818756,0,-1,-1,no,0,0,None,"{'residential': 2, 'tertiary': 2, 'cycleway': 3}","{'residential': 2, 'tertiary': 2, 'cycleway': 3}",25,25,25,25,0,4,0,0,4,0
"('14th Street', 'Avenue I')",-122.3712738,37.82961145,3,4,1,1,0,0,1,1,0,3,0,4,None,None,42.85587087,99.7014493,1.163621676,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,4,0
"('14th Street', 'Avenue M')",-122.3702017,37.8300761,3,3,1,1,0,0,1,1,0,3,0,3,None,None,180.8189625,90.04777493,0.004459954,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('14th Street', 'Belcher Street')",-122.430091,37.7676665,3,3,2,1,0,0,2,1,0,3,0,3,None,None,160.6395773,89.99306057,0.000598639,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('14th Street', 'Buena Vista Terrace')",-122.4382218,37.7671766,3,3,1,1,0,0,1,1,0,3,0,3,None,None,105.7873668,94.6470885,0.948359237,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('14th Street', 'Harrison Street')",-122.4134534,37.7686815,4,3,1,1,0,0,1,1,0,4,0,3,None,None,162.1058943,142.405546,1.530577752,0.000730569,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'secondary_link': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,1,0,3,0
"('14th Street', 'Julian Avenue')",-122.4212105,37.7682043,2,2,1,1,0,0,1,1,0,2,0,2,None,None,160.7236985,89.99356577,0.000958326,0.000172765,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('14th Street', 'Noe Street')",-122.4334262,37.7674609,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.700483,90.31505659,0.000404925,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('14th Street', 'Rosemont Place')",-122.4255586,37.7679459,2,2,1,1,0,0,1,1,0,2,0,2,None,None,160.252143,90.25489728,3.15E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,1
"('14th Street', 'Sanchez Street')",-122.4311953,37.7675998,4,4,1,1,0,0,2,1,0,4,0,4,None,None,19.2989656,90.73182305,0,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('14th Street', 'Shotwell Street')",-122.4167235,37.7684709,2,2,1,1,0,0,1,1,0,2,0,2,None,None,160.7122262,90.02498685,0.001159121,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('14th Street', 'Trainor Street')",-122.4145487,37.7686086,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.6855399,96.03929237,0.110843989,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('14th Street', 'Walter Street')",-122.432299,37.767528,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.7826072,90.4922239,0.002480462,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Avenue', 'Aloha Avenue')",-122.4720902,37.7575946,4,4,1,1,0,0,1,1,0,4,0,4,None,None,180.6703652,128.4260521,1.314613848,0.383552525,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,1,3,0
"('15th Avenue', 'Anza Street')",-122.4738488,37.7786633,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4827817,90.0379895,3.74E-06,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Balboa Street')",-122.4737141,37.7767944,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4797845,90.02284948,5.63E-05,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 6}","{'residential': 1, 'secondary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Cabrillo Street')",-122.4735797,37.7749299,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40967265,90.03933053,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'California Street')",-122.4742608,37.7843793,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4815224,90.03103781,1.60E-05,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Clement Street')",-122.4741264,37.7825143,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.4309818,90.22713488,7.13E-05,0,77.1944771,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Fanning Way', 'Quintara Street')",-122.4717821,37.7488408,4,4,1,1,0,0,1,1,0,4,0,4,None,None,51.34693816,146.437163,1.235664218,3.83E-05,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 4}","{'residential': 3, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Fulton Street')",-122.4734452,37.7730626,3,3,2,1,0,0,2,1,0,3,0,3,None,None,160.8770371,90.04895356,2.71E-05,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('15th Avenue', 'Irving Street')",-122.4728117,37.7637633,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4644638,90.01005846,7.08E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Judah Street')",-122.4726803,37.7618983,4,4,1,1,2,1,1,1,0,4,0,4,None,no,25.83912679,90.03401018,0.000919983,0.000199172,-1,3.621461771,no,2,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 1}",25,25,25,25,2,2,0,2,2,0
"('15th Avenue', 'Kirkham Street')",-122.4725487,37.7600321,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.4649347,90.00732882,0.000117697,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Avenue', 'Lawton Street')",-122.4719526,37.7590402,3,3,1,1,0,0,1,1,0,3,0,3,None,None,165.2738131,145.272707,0.320485728,0.04833877,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Avenue', 'Lincoln Way')",-122.4729444,37.76564475,3,4,2,1,0,0,2,1,0,3,0,4,None,None,161.2916329,90.03764664,0.000316579,0,-1,-1,no,0,0,None,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 5}",35,25,35,25,2,1,0,2,2,0
"('15th Avenue', 'Noriega Street')",-122.4723941,37.7558596,3,3,1,1,0,0,1,1,0,3,0,3,None,None,109.0860464,150.4956666,0.843360721,0.228786277,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,2,1,0,2,1,0
"('15th Avenue', 'Ortega Street')",-122.4720278,37.7525694,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.4551613,90.05059248,5.46E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Avenue', 'Pacheco Street')",-122.4718986,37.7507086,4,4,1,1,0,0,1,1,0,4,0,4,None,None,138.8342345,149.1006352,1.310048482,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Rivera Street')",-122.4714889,37.7469835,4,3,1,1,0,0,1,1,0,4,0,3,None,None,160.7603138,90.81566506,0.058400897,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,1,0,3,0
"('15th Avenue', 'Santiago Street')",-122.4714883,37.7451096,3,4,1,1,0,0,1,1,0,3,0,4,None,None,160.4632346,103.2053049,0.157200086,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,1
"('15th Avenue', 'Tacoma Street')",-122.4740764,37.7818212,3,3,1,1,0,0,1,1,0,3,0,3,None,None,154.5548929,90.36299679,3.61E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Avenue', 'Taraval Street')",-122.4713763,37.7432461,4,4,2,1,2,2,2,1,0,4,0,4,None,None,22.12534011,90.04084159,0.002078252,0.000259989,-1,3.252105544,no,4,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Ulloa Street')",-122.4712444,37.741381,4,4,1,1,2,1,1,1,0,4,0,4,None,None,16.41592673,90.03948578,0.000359125,0,-1,6.845152808,no,0,0,None,"{'residential': 2, 'cycleway': 4, 'track': 2}","{'residential': 2, 'cycleway': 4, 'track': 1}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Vicente Street')",-122.4711147,37.7395142,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.4199505,90.13236212,0,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('15th Avenue', 'Wawona Street')",-122.4709742,37.7376541,5,5,1,1,0,0,1,1,0,5,0,5,None,None,160.9164861,121.0834975,0.43522784,2.98E-06,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('15th Street', '8th Street', 'Carolina Street')",-122.400877,37.767488,4,4,1,1,0,0,1,1,0,4,0,4,None,None,145.1075408,132.3334679,0.51542238,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 5}","{'residential': 3, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Alabama Street')",-122.4125602,37.7667872,3,3,1,1,0,0,1,1,0,3,0,3,None,None,146.7758243,90.70565923,0.733677308,0.000611557,-1,-1,no,0,0,None,"{'residential': 2, 'unclassified': 1, 'cycleway': 4}","{'residential': 2, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Street', 'Albion Street')",-122.423281,37.766465,1,2,1,1,0,0,1,1,0,1,0,2,None,None,160.7328558,90.11382308,0.000117654,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,0,1,0,0,2
"('15th Street', 'Beaver Street')",-122.4370934,37.7658805,3,2,1,1,0,0,1,1,0,3,0,2,None,None,35.89886664,127.9516724,0.485595485,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,1,0,2,0
"('15th Street', 'Bryant Street')",-122.4106286,37.7669019,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.7870423,89.90576926,0.002755018,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'unclassified': 1, 'cycleway': 4}","{'tertiary': 1, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('15th Street', 'Buena Vista Terrace')",-122.4385778,37.7663057,2,2,1,1,0,0,1,1,0,2,0,2,None,None,171.8698668,92.24146695,0.941308006,1.51E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,1
"('15th Street', 'Capp Street')",-122.4187467,37.7667388,2,2,1,1,0,0,1,1,0,2,0,2,None,None,160.2713144,90.26530933,0.003371631,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,1
"('15th Street', 'Church Street')",-122.4288414,37.7661377,4,4,1,1,3,2,1,1,0,4,0,4,None,None,16.46229352,90.41151646,0.011700673,0,-1,0.606527819,no,0,0,None,"{'residential': 2, 'cycleway': 4, 'track': 3}","{'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Dolores Street')",-122.4265562,37.7662667,4,4,2,1,0,0,2,1,0,4,0,4,None,None,162.1649786,90.22365339,0.00444212,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,2,2,0,2,2,0
"('15th Street', 'Hampshire Street')",-122.408582,37.767028,2,2,1,1,0,0,1,1,0,2,0,2,None,None,22.23267445,75.96118634,0.453066875,0.002325999,78.57295792,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('15th Street', 'Harrison Street')",-122.4132755,37.7669022,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.6967766,90.95884524,0.733677308,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'unclassified': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'unclassified': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Julian Avenue')",-122.421057,37.766599,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.7218771,90.10017499,0.002715986,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,1,0,2,1
"('15th Street', 'Landers Street')",-122.4277067,37.7662016,2,4,1,1,0,0,1,1,0,2,0,4,None,None,18.74730221,92.89114716,0.354716205,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,2
"('15th Street', 'Noe Street')",-122.4332728,37.7658705,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.7083227,90.03595647,3.36E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Park Hill Avenue', 'Roosevelt Way')",-122.439502,37.766576,3,4,1,1,0,0,1,1,0,1,0,2,None,None,166.5729217,145.4235953,0.3082745,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 1}","{'residential': 2, 'tertiary': 1, 'cycleway': 2}",25,25,25,25,0,3,0,0,3,1
"('15th Street', 'Potrero Avenue')",-122.4076907,37.7670817,4,4,3,1,0,0,2,1,0,4,0,4,None,None,157.3089371,93.48386065,0.089405548,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 5}","{'primary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Shotwell Street')",-122.4165702,37.7668697,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.6974429,90.10008151,0.000472264,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Treat Avenue')",-122.4128124,37.7667595,3,3,1,1,0,0,1,1,0,3,0,3,None,None,113.8026162,112.5115509,1.144444293,1.98E-05,-1,-1,no,0,0,None,"{'unclassified': 2, 'residential': 1, 'cycleway': 4}","{'unclassified': 2, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('16th Avenue', 'Anza Street')",-122.4749732,37.7786121,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4826746,90.03461535,1.69E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Balboa Street')",-122.4748383,37.7767434,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.480927,90.02013074,0.00025883,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Cabrillo Street')",-122.4747037,37.7748788,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4817075,90.03939665,6.34E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'California Street')",-122.4753857,37.7843282,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.481314,90.02643718,6.97E-06,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Cecilia Avenue')",-122.4725528,37.7439598,2,2,1,1,0,0,1,1,0,2,0,2,None,None,19.23209649,139.2365795,0.944223329,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('16th Avenue', 'Clement Street')",-122.4752509,37.7824601,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.5179605,90.2260921,0.001204592,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Fulton Street')",-122.474569,37.7730112,3,3,2,1,0,0,2,1,0,3,0,3,None,None,160.8778122,90.04897856,1.85E-05,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('16th Avenue', 'Irving Street')",-122.4739329,37.7637138,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4643587,90.0383751,8.09E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Judah Street')",-122.4738027,37.76184905,4,4,1,1,2,1,1,1,0,4,0,4,None,no,29.88996745,90.04427186,0.000473843,2.20E-05,-1,10.66861353,no,2,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 1}",25,25,25,25,2,2,0,2,2,0
"('16th Avenue', 'Kirkham Street')",-122.4736723,37.7599825,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4652949,162.2737,2.64400695,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Lake Street')",-122.4755201,37.7861901,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4797725,90.01676606,2.46E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('16th Avenue', 'Lawton Street')",-122.4734997,37.7593331,3,3,1,1,0,0,1,1,0,3,0,3,None,None,148.826077,87.91590011,0.996162971,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('16th Avenue', 'Lincoln Way')",-122.4740643,37.76559525,3,4,2,1,0,0,2,1,0,3,0,4,None,None,24.91393503,90.04067791,5.90E-05,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,2,1,0,2,2,0
"('16th Avenue', 'Lomita Avenue')",-122.4734379,37.7568851,3,3,1,1,0,0,1,1,0,3,0,3,None,None,139.1992095,150.2239708,0.516490273,0.190179957,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('16th Avenue', 'Moraga Street')",-122.4736634,37.7562431,3,3,1,1,0,0,1,1,0,3,0,3,None,None,26.93621284,78.82002731,0.818936399,0.096770367,72.17210925,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,1,2,0,0,3,0
